Year,LanguageTag,TargetTag,Quantity
"2024","typescript","primeng","53"
"2024","typescript","redux","52"
"2024","typescript","type-inference","50"
"2024","typescript","shadcnui","49"
"2024","typescript","nuxt.js","49"
"2024","typescript","angular-reactive-forms","49"
"2024","typescript","es6-modules","49"
"2024","typescript","next.js13","47"
"2024","typescript","react-query","46"
"2024","typescript","aws-lambda","46"
"2024","typescript","angular-signals","46"
"2024","typescript","docker","45"
"2024","typescript","monorepo","45"
"2024","typescript","vscode-extensions","45"
"2024","typescript","async-await","44"
"2024","typescript","forms","43"
"2024","typescript","server-side-rendering","43"
"2024","typescript","ionic-framework","42"
"2024","typescript","testing","41"
"2024","typescript","supabase","40"
"2024","typescript","react-router","40"
"2024","typescript","azure","40"
"2024","typescript","astrojs","39"
"2024","typescript","deno","39"
"2024","typescript","google-cloud-functions","39"
"2024","typescript","next.js14","37"
"2024","typescript","excel","37"
"2024","typescript","backend","37"
"2024","typescript","union-types","37"
"2024","typescript","tsx","36"
"2024","typescript","sequelize.js","36"
"2024","typescript","react-context","36"
"2024","typescript","tanstackreact-query","35"
"2024","typescript","components","34"
"2024","typescript","drizzle","34"
"2024","typescript","dependency-injection","33"
"2024","typescript","enums","33"
"2024","typescript","class","33"
"2024","typescript","angularjs","33"
"2024","typescript","tsc","33"
"2023","c#",".net","6603"
"2023","c#","asp.net-core","3326"
"2023","c#","unity-game-engine","2982"
"2023","c#","asp.net","2269"
"2023","c#",".net-core","1808"
"2023","c#","wpf","1737"
"2023","c#","entity-framework-core","1712"
"2023","c#","winforms","1484"
"2023","c#","maui","1417"
"2023","c#","visual-studio","1172"
"2023","c#","blazor","1106"
"2023","c#","asp.net-mvc","1083"
"2023","c#","entity-framework","1077"
"2023","c#","linq","1036"
"2023","c#",".net-6.0","921"
"2023","c#","azure","894"
"2023","c#","xaml","865"
"2023","c#","json","762"
"2023","c#","sql-server","679"
"2023","c#",".net-7.0","646"
"2023","c#","asp.net-core-webapi","608"
"2023","c#","asp.net-core-mvc","486"
"2023","c#","asp.net-web-api","486"
"2023","c#","javascript","460"
"2023","c#","dependency-injection","448"
"2023","c#","windows","442"
"2023","c#","azure-functions","433"
"2023","c#","xamarin","425"
"2023","c#","async-await","415"
"2023","c#","android","394"
"2023","c#","visual-studio-2022","391"
"2023","c#","mvvm","375"
"2023","c#","blazor-server-side","373"
"2023","c#","xml","356"
"2023","c#","unit-testing","349"
"2023","c#","multithreading","345"
"2023","c#","razor","340"
"2023","c#","winui-3","339"
"2023","c#","sql","337"
"2023","c#","generics","326"
"2023","c#","blazor-webassembly","315"
"2023","c#","asynchronous","308"
"2023","c#","json.net","301"
"2023","c#","xamarin.forms","297"
"2023","c#","razor-pages","290"
"2023","c#","arrays","287"
"2023","c#","list","272"
"2023","c#","html","271"
"2023","c#","selenium-webdriver","267"
"2023","c#","game-development","264"
"2023","c#","uwp","258"
"2023","c#","microsoft-graph-api","247"
"2023","c#","excel","223"
"2023","c#","system.text.json","211"
"2023","c#","postgresql","210"
"2023","c#","docker","207"
"2023","c#","nuget","205"
"2023","c#","database","202"
"2023","c#","data-binding","201"
"2023","c#","serialization","201"
"2023","c#",".net-8.0","199"
"2023","c#","authentication","195"
"2023","c#","xunit","193"
"2023","c#","mongodb","192"
"2023","c#","automapper","187"
"2023","c#","asp.net-core-6.0","184"
"2023","c#","mysql","184"
"2023","c#","string","183"
"2023","c#","webforms","183"
"2023","c#","task","182"
"2023","c#",".net-4.8","179"
"2023","c#","powershell","179"
"2023","c#","regex","178"
"2023","c#","rest","178"
"2023","c#","dotnet-httpclient","177"
"2023","c#","iis","176"
"2023","c#","visual-studio-code","176"
"2023","c#","swagger","175"
"2023","c#","azure-active-directory","172"
"2023","c#","moq","171"
"2023","c#","model-view-controller","171"
"2023","c#","signalr","165"
"2023","c#","angular","162"
"2023","c#","reflection","162"
"2023","c#","python","159"
"2023","c#","console-application","156"
"2023","c#","performance","155"
"2023","c#","msbuild","155"
"2023","c#","dll","155"
"2023","c#","sqlite","154"
"2023","c#","c++","152"
"2023","c#","asp.net-identity","148"
"2023","c#","jwt","148"
"2023","c#","jquery","147"
"2023","c#","nunit","147"
"2023","c#","datagridview","146"
"2023","c#","wcf","142"
"2023","c#","amazon-web-services","141"
"2023","c#","inheritance","138"
"2023","c#","httpclient","138"
"2023","c++","templates","1085"
"2023","c++","c++20","1002"
"2023","c++","cmake","946"
"2023","c++","qt","924"
"2023","c++","c++17","729"
"2023","c++","windows","594"
"2023","c++","multithreading","537"
"2023","c++","winapi","527"
"2023","c++","c","526"
"2023","c++","boost","482"
"2023","c++","c++11","476"
"2023","c++","language-lawyer","448"
"2023","c++","visual-studio","431"
"2023","c++","gcc","419"
"2023","c++","linux","408"
"2023","c++","pointers","400"
"2023","c++","arrays","398"
"2023","c++","python","353"
"2023","c++","visual-c++","328"
"2023","c++","visual-studio-code","316"
"2023","c++","class","288"
"2023","c++","opencv","283"
"2023","c++","vector","280"
"2023","c++","clang","278"
"2023","c++","inheritance","271"
"2023","c++","string","251"
"2023","c++","g++","229"
"2023","c++","opengl","227"
"2023","c++","oop","209"
"2023","c++","stl","209"
"2023","c++","algorithm","204"
"2023","c++","std","202"
"2023","c++","function","187"
"2023","c++","c++-concepts","183"
"2023","c++","boost-asio","183"
"2023","c++","constructor","173"
"2023","c++","linker","168"
"2023","c++","constexpr","166"
"2023","c++","c++14","164"
"2023","c++","macos","164"
"2023","c++","variadic-templates","164"
"2023","c++","c++23","153"
"2023","c++","lambda","153"
"2023","c++","c#","152"
"2023","c++","memory","152"
"2023","c++","compiler-errors","150"
"2023","c++","dll","150"
"2023","c++","struct","149"
"2023","c++","stdvector","141"
"2023","c++","operator-overloading","141"
"2023","c++","performance","141"
"2023","c++","optimization","139"
"2023","c++","debugging","138"
"2023","c++","cuda","136"
"2023","c++","android","135"
"2023","c++","sfml","128"
"2023","c++","makefile","127"
"2023","c++","eigen","124"
"2023","c++","reference","124"
"2023","c++","std-ranges","124"
"2023","c++","visual-studio-2022","123"
"2023","c++","mfc","118"
"2023","c++","template-meta-programming","117"
"2023","c++","memory-management","112"
"2023","c++","openmp","111"
"2023","c++","data-structures","111"
"2023","c++","iterator","111"
"2023","c++","sockets","111"
"2023","c++","smart-pointers","109"
"2023","c++","qml","109"
"2023","c++","pybind11","108"
"2023","c++","polymorphism","107"
"2023","c++","arduino","104"
"2023","c++","shared-ptr","102"
"2023","c++","unique-ptr","101"
"2023","c++","gdb","100"
"2023","c++","atomic","99"
"2023","c++","sdl-2","99"
"2023","c++","undefined-behavior","99"
"2023","c++","clion","94"
"2023","c++","openssl","94"
"2023","c++","clang++","92"
"2023","c++","assembly","92"
"2023","c++","compilation","91"
"2023","c++","mingw","91"
"2023","c++","glfw","90"
"2023","c++","exception","90"
"2023","c++","sorting","89"
"2023","c++","qt5","88"
"2023","c++","initialization","88"
"2023","c++","qt6","87"
"2023","c++","unreal-engine5","87"
"2023","c++","parallel-processing","85"
"2023","c++","compiler-optimization","84"
"2023","c++","googletest","83"
"2023","c++","recursion","83"
"2023","c++","segmentation-fault","82"
"2023","c++","esp32","82"
"2023","c++","mutex","82"
"2023","c++","sdl","81"
"2023","go","go-gorm","260"
"2023","go","postgresql","207"
"2023","go","docker","184"
"2023","go","go-gin","178"
"2023","go","goroutine","140"
"2023","go","json","136"
"2023","go","kubernetes","128"
"2023","go","mongodb","127"
"2023","go","http","121"
"2023","go","amazon-web-services","116"
"2023","go","grpc","104"
"2023","go","concurrency","102"
"2023","go","struct","97"
"2023","go","generics","92"
"2023","go","visual-studio-code","86"
"2023","go","unit-testing","83"
"2023","go","cgo","75"
"2023","go","windows","70"
"2023","go","channel","67"
"2023","go","google-cloud-platform","65"
"2023","go","go-fiber","65"
"2023","go","goland","65"
"2023","go","slice","60"
"2023","go","mysql","58"
"2023","go","database","57"
"2023","go","sql","56"
"2023","go","protocol-buffers","56"
"2023","go","testing","50"
"2023","go","apache-kafka","50"
"2023","go","pointers","49"
"2023","go","interface","49"
"2023","go","javascript","48"
"2023","go","aws-lambda","47"
"2023","go","docker-compose","46"
"2023","go","regex","46"
"2023","go","python","45"
"2023","go","linux","44"
"2023","go","go-modules","44"
"2023","go","graphql","44"
"2023","go","html","44"
"2023","go","azure","44"
"2023","go","arrays","43"
"2023","go","fyne","42"
"2023","go","c","42"
"2023","go","grpc-go","42"
"2023","go","network-programming","42"
"2023","go","rest","42"
"2023","go","ssl","40"
"2023","go","string","40"
"2023","go","reflection","39"
"2023","go","amazon-s3","39"
"2023","go","redis","37"
"2023","go","unmarshalling","37"
"2023","go","go-templates","35"
"2023","go","websocket","34"
"2023","go","yaml","32"
"2023","go","logging","32"
"2023","go","reactjs","32"
"2023","go","xml","31"
"2023","go","tcp","29"
"2023","go","cors","29"
"2023","go","backend","28"
"2023","go","git","28"
"2023","go","algorithm","28"
"2023","go","open-telemetry","28"
"2023","go","node.js","27"
"2023","go","proxy","27"
"2023","go","pgx","27"
"2023","go","jwt","27"
"2023","go","gqlgen","27"
"2023","go","webassembly","27"
"2023","go","amazon-dynamodb","27"
"2023","go","github","27"
"2023","go","dockerfile","26"
"2023","go","go-testing","26"
"2023","go","mocking","26"
"2023","go","terraform","26"
"2023","go","swagger","26"
"2023","go","parsing","25"
"2023","go","types","25"
"2023","go","validation","24"
"2023","go","sqlc","24"
"2023","go","macos","24"
"2023","go","go-echo","24"
"2023","go","templates","23"
"2023","go","debugging","23"
"2023","go","delve","23"
"2023","go","elasticsearch","22"
"2023","go","authentication","22"
"2023","go","ssh","22"
"2023","go","orm","22"
"2023","go","gopls","22"
"2023","go","gorilla","22"
"2023","go","microservices","22"
"2023","go","multithreading","21"
"2023","go","golangci-lint","20"
"2023","go","https","20"
"2023","go","aws-sdk-go","20"
"2023","go","error-handling","20"
"2023","go","file","20"
"2023","java","spring-boot","7367"
"2023","java","spring","4923"
"2023","java","android","3990"
"2023","java","maven","1745"
"2023","java","hibernate","1406"
"2023","java","kotlin","1168"
"2023","java","jpa","1031"
"2023","java","spring-data-jpa","974"
"2023","java","gradle","870"
"2023","java","selenium-webdriver","831"
"2023","java","json","769"
"2023","java","intellij-idea","767"
"2023","java","spring-security","715"
"2023","java","javafx","693"
"2023","java","swing","691"
"2023","java","android-studio","687"
"2023","java","arrays","678"
"2023","java","junit","549"
"2023","java","eclipse","543"
"2023","java","multithreading","521"
"2023","java","postgresql","510"
"2023","java","spring-mvc","492"
"2023","java","mysql","484"
"2023","java","jackson","478"
"2023","java","apache-kafka","469"
"2023","java","mockito","467"
"2023","java","xml","461"
"2023","java","docker","438"
"2023","java","java-stream","434"
"2023","java","rest","394"
"2023","java","jdbc","376"
"2023","java","generics","354"
"2023","java","spring-webflux","353"
"2023","java","string","353"
"2023","java","firebase","336"
"2023","java","quarkus","332"
"2023","java","tomcat","329"
"2023","java","unit-testing","319"
"2023","java","sql","318"
"2023","java","amazon-web-services","317"
"2023","java","java-8","307"
"2023","java","arraylist","303"
"2023","java","javascript","299"
"2023","java","algorithm","281"
"2023","java","mongodb","276"
"2023","java","java-17","259"
"2023","java","jar","254"
"2023","java","exception","254"
"2023","java","apache-poi","253"
"2023","java","regex","244"
"2023","java","testing","243"
"2023","java","jvm","234"
"2023","java","junit5","228"
"2023","java","oop","220"
"2023","java","oracle-database","212"
"2023","java","database","210"
"2023","java","thymeleaf","206"
"2023","java","python","205"
"2023","java","spring-kafka","205"
"2023","java","flutter","201"
"2023","java","visual-studio-code","198"
"2023","java","spring-data","194"
"2023","java","elasticsearch","193"
"2023","java","ssl","192"
"2023","java","apache-spark","191"
"2023","java","firebase-realtime-database","187"
"2023","java","html","186"
"2023","java","project-reactor","182"
"2023","java","logging","175"
"2023","java","list","170"
"2023","java","azure","169"
"2023","java","methods","167"
"2023","java","user-interface","166"
"2023","java","class","164"
"2023","java","jwt","163"
"2023","java","pom.xml","163"
"2023","java","sorting","163"
"2023","java","linux","161"
"2023","java","concurrency","159"
"2023","java","cucumber","158"
"2023","java","performance","158"
"2023","java","data-structures","156"
"2023","java","file","156"
"2023","java","netbeans","156"
"2023","java","groovy","155"
"2023","java","pdfbox","155"
"2023","java","minecraft","153"
"2023","java","lombok","153"
"2023","java","scala","153"
"2023","java","swagger","153"
"2023","java","http","151"
"2023","java","google-cloud-platform","149"
"2023","java","selenium-chromedriver","149"
"2023","java","java-11","148"
"2023","java","spring-batch","148"
"2023","java","pdf","147"
"2023","java","openapi","147"
"2023","java","apache-camel","146"
"2023","java","for-loop","143"
"2023","java","inheritance","142"
"2023","javascript","reactjs","15642"
"2023","javascript","html","12526"
"2023","javascript","node.js","7165"
"2023","javascript","css","6787"
"2023","javascript","typescript","5405"
"2023","javascript","jquery","4026"
"2023","javascript","arrays","2885"
"2023","javascript","next.js","2862"
"2023","javascript","vue.js","2349"
"2023","javascript","angular","2107"
"2023","javascript","react-native","2036"
"2023","javascript","react-hooks","1656"
"2023","javascript","express","1634"
"2023","javascript","php","1479"
"2023","javascript","json","1306"
"2023","javascript","firebase","1290"
"2023","javascript","mongodb","1107"
"2023","javascript","vuejs3","941"
"2023","javascript","python","924"
"2023","javascript","ajax","882"
"2023","javascript","object","839"
"2023","javascript","google-apps-script","776"
"2023","javascript","google-chrome-extension","770"
"2023","javascript","dom","766"
"2023","javascript","axios","756"
"2023","javascript","function","714"
"2023","javascript","frontend","676"
"2023","javascript","google-cloud-firestore","669"
"2023","javascript","regex","668"
"2023","javascript","material-ui","652"
"2023","javascript","mongoose","605"
"2023","javascript","discord.js","604"
"2023","javascript","npm","560"
"2023","javascript","react-router-dom","558"
"2023","javascript","google-chrome","549"
"2023","javascript","vite","547"
"2023","javascript","forms","542"
"2023","javascript","fetch-api","523"
"2023","javascript","react-router","518"
"2023","javascript","webpack","517"
"2023","javascript","async-await","515"
"2023","javascript","django","504"
"2023","javascript","laravel","482"
"2023","javascript","jestjs","476"
"2023","javascript","promise","474"
"2023","javascript","wordpress","465"
"2023","javascript","c#","460"
"2023","javascript","google-sheets","456"
"2023","javascript","tailwind-css","451"
"2023","javascript","asynchronous","434"
"2023","javascript","svg","434"
"2023","javascript","chart.js","423"
"2023","javascript","android","405"
"2023","javascript","redux","399"
"2023","javascript","svelte","393"
"2023","javascript","three.js","392"
"2023","javascript","bootstrap-5","378"
"2023","javascript","next.js13","374"
"2023","javascript","canvas","372"
"2023","javascript","cypress","370"
"2023","javascript","jsx","369"
"2023","javascript","expo","359"
"2023","javascript","electron","353"
"2023","javascript","discord","346"
"2023","javascript","ecmascript-6","345"
"2023","javascript","visual-studio-code","343"
"2023","javascript","javascript-objects","326"
"2023","javascript","d3.js","325"
"2023","javascript","local-storage","313"
"2023","javascript","string","312"
"2023","javascript","loops","310"
"2023","javascript","image","305"
"2023","javascript","nestjs","305"
"2023","javascript","java","299"
"2023","javascript","mysql","297"
"2023","javascript","browser","294"
"2023","javascript","nuxt.js","294"
"2023","javascript","asp.net","288"
"2023","javascript","algorithm","284"
"2023","javascript","firebase-authentication","279"
"2023","javascript","flask","277"
"2023","javascript","iframe","274"
"2023","javascript","sorting","270"
"2023","javascript","date","268"
"2023","javascript","puppeteer","265"
"2023","javascript","react-redux","263"
"2023","javascript","charts","260"
"2023","javascript","vuejs2","260"
"2023","javascript","for-loop","257"
"2023","javascript","addeventlistener","253"
"2023","javascript","redux-toolkit","252"
"2023","javascript","class","250"
"2023","javascript","button","250"
"2023","javascript","input","250"
"2023","javascript","html5-canvas","249"
"2023","javascript","amazon-web-services","249"
"2023","javascript","ios","243"
"2023","javascript","cors","238"
"2023","javascript","animation","233"
"2023","javascript","highcharts","233"
"2023","php","laravel","4444"
"2023","php","wordpress","2477"
"2023","php","javascript","1479"
"2023","php","mysql","1262"
"2023","php","html","1223"
"2023","php","woocommerce","1064"
"2023","php","symfony","768"
"2023","php","jquery","596"
"2023","php","ajax","548"
"2023","php","arrays","511"
"2023","php","eloquent","393"
"2023","php","apache","373"
"2023","php","codeigniter","354"
"2023","php","json","340"
"2023","php","docker","317"
"2023","php","curl","313"
"2023","php","sql","302"
"2023","php","css","295"
"2023","php","laravel-8","273"
"2023","php","laravel-10","265"
"2023","php","laravel-9","251"
"2023","php","composer-php","232"
"2023","php","forms","230"
"2023","php",".htaccess","226"
"2023","php","database","225"
"2023","php","nginx","224"
"2023","php","laravel-blade","193"
"2023","php","regex","178"
"2023","php","xampp","178"
"2023","php","pdo","173"
"2023","php","hook-woocommerce","169"
"2023","php","session","162"
"2023","php","phpunit","159"
"2023","php","laravel-livewire","148"
"2023","php","email","147"
"2023","php","doctrine","146"
"2023","php","authentication","137"
"2023","php","product","132"
"2023","php","codeigniter-4","126"
"2023","php","advanced-custom-fields","125"
"2023","php","mysqli","123"
"2023","php","xml","123"
"2023","php","yii2","123"
"2023","php","ubuntu","121"
"2023","php","vue.js","121"
"2023","php","reactjs","121"
"2023","php","routes","118"
"2023","php","linux","117"
"2023","php","plugins","111"
"2023","php","multidimensional-array","110"
"2023","php","phpmailer","109"
"2023","php","foreach","108"
"2023","php","function","108"
"2023","php","post","105"
"2023","php","datetime","103"
"2023","php","http-redirect","102"
"2023","php","visual-studio-code","100"
"2023","php","stripe-payments","99"
"2023","php","postgresql","99"
"2023","php","pdf","97"
"2023","php","wordpress-theming","97"
"2023","php","codeigniter-3","97"
"2023","php","sql-server","96"
"2023","php","python","96"
"2023","php","amazon-web-services","96"
"2023","php","xdebug","93"
"2023","php","validation","91"
"2023","php","doctrine-orm","86"
"2023","php","orders","83"
"2023","php","oop","82"
"2023","php","image","82"
"2023","php","file-upload","81"
"2023","php","php-8","81"
"2023","php","docker-compose","80"
"2023","php","string","80"
"2023","php","symfony6","78"
"2023","php","date","78"
"2023","php","php-curl","77"
"2023","php","laravel-filament","74"
"2023","php","loops","72"
"2023","php","mariadb","71"
"2023","php","phpstorm","71"
"2023","php","mongodb","70"
"2023","php","cart","69"
"2023","php","model-view-controller","67"
"2023","php","smtp","67"
"2023","php","checkout","67"
"2023","php","api-platform.com","67"
"2023","php","rest","66"
"2023","php","openssl","65"
"2023","php","jwt","65"
"2023","php","elementor","65"
"2023","php","custom-wordpress-pages","64"
"2023","php","cookies","64"
"2023","php","encryption","63"
"2023","php","windows","63"
"2023","php","dompdf","62"
"2023","php","backend","62"
"2023","php","eloquent-relationship","60"
"2023","php","php-8.1","60"
"2023","python","pandas","14558"
"2023","python","python-3.x","8218"
"2023","python","dataframe","7306"
"2023","python","django","5347"
"2023","python","numpy","4600"
"2023","python","matplotlib","3075"
"2023","python","selenium-webdriver","3040"
"2023","python","tkinter","2747"
"2023","python","list","2625"
"2023","python","web-scraping","2298"
"2023","python","flask","2161"
"2023","python","tensorflow","1842"
"2023","python","pytorch","1785"
"2023","python","machine-learning","1758"
"2023","python","dictionary","1714"
"2023","python","json","1568"
"2023","python","opencv","1549"
"2023","python","html","1453"
"2023","python","pip","1429"
"2023","python","pyspark","1413"
"2023","python","beautifulsoup","1316"
"2023","python","csv","1265"
"2023","python","fastapi","1230"
"2023","python","arrays","1213"
"2023","python","sqlalchemy","1208"
"2023","python","jupyter-notebook","1167"
"2023","python","python-requests","1148"
"2023","python","visual-studio-code","1141"
"2023","python","docker","1120"
"2023","python","string","1073"
"2023","python","keras","1023"
"2023","python","regex","1016"
"2023","python","discord.py","1014"
"2023","python","excel","1001"
"2023","python","deep-learning","973"
"2023","python","datetime","928"
"2023","python","javascript","924"
"2023","python","plotly","906"
"2023","python","function","901"
"2023","python","discord","892"
"2023","python","loops","891"
"2023","python","for-loop","882"
"2023","python","python-polars","860"
"2023","python","scipy","855"
"2023","python","pytest","854"
"2023","python","scikit-learn","853"
"2023","python","amazon-web-services","844"
"2023","python","django-models","812"
"2023","python","windows","802"
"2023","python","postgresql","789"
"2023","python","django-rest-framework","768"
"2023","python","group-by","759"
"2023","python","multithreading","758"
"2023","python","azure","746"
"2023","python","apache-spark","736"
"2023","python","python-typing","705"
"2023","python","sql","685"
"2023","python","multiprocessing","674"
"2023","python","selenium-chromedriver","674"
"2023","python","python-asyncio","670"
"2023","python","image-processing","667"
"2023","python","pycharm","665"
"2023","python","nlp","651"
"2023","python","algorithm","651"
"2023","python","class","643"
"2023","python","selenium","640"
"2023","python","linux","605"
"2023","python","optimization","581"
"2023","python","django-views","579"
"2023","python","mysql","558"
"2023","python","kivy","552"
"2023","python","user-interface","552"
"2023","python","seaborn","551"
"2023","python","pyqt5","535"
"2023","python","google-cloud-platform","534"
"2023","python","google-colaboratory","531"
"2023","python","pydantic","528"
"2023","python","sqlite","504"
"2023","python","openai-api","501"
"2023","python","performance","501"
"2023","python","database","487"
"2023","python","xml","483"
"2023","python","langchain","478"
"2023","python","aws-lambda","472"
"2023","python","image","470"
"2023","python","anaconda","468"
"2023","python","mypy","465"
"2023","python","streamlit","463"
"2023","python","conda","462"
"2023","python","math","448"
"2023","python","pygame","447"
"2023","python","subprocess","444"
"2023","python","plot","441"
"2023","python","if-statement","438"
"2023","python","python-imaging-library","435"
"2023","python","pdf","429"
"2023","python","sorting","429"
"2023","python","computer-vision","425"
"2023","python","airflow","425"
"2023","python","import","422"
"2023","rust","rust-cargo","358"
"2023","rust","rust-tokio","281"
"2023","rust","borrow-checker","246"
"2023","rust","traits","219"
"2023","rust","lifetime","195"
"2023","rust","serde","155"
"2023","rust","generics","144"
"2023","rust","multithreading","133"
"2023","rust","actix-web","120"
"2023","rust","asynchronous","115"
"2023","rust","rust-polars","102"
"2023","rust","iterator","100"
"2023","rust","tauri","90"
"2023","rust","windows","90"
"2023","rust","closures","89"
"2023","rust","ownership","87"
"2023","rust","reference","86"
"2023","rust","rust-axum","82"
"2023","rust","python","75"
"2023","rust","rust-diesel","73"
"2023","rust","macros","73"
"2023","rust","async-await","73"
"2023","rust","enums","72"
"2023","rust","struct","72"
"2023","rust","webassembly","71"
"2023","rust","postgresql","71"
"2023","rust","pyo3","65"
"2023","rust","string","62"
"2023","rust","docker","62"
"2023","rust","rust-macros","57"
"2023","rust","ffi","55"
"2023","rust","rust-sqlx","54"
"2023","rust","vector","50"
"2023","rust","rust-rocket","49"
"2023","rust","c++","48"
"2023","rust","clap","47"
"2023","rust","types","47"
"2023","rust","json","47"
"2023","rust","winapi","46"
"2023","rust","reqwest","45"
"2023","rust","linux","45"
"2023","rust","javascript","44"
"2023","rust","rust-crates","44"
"2023","rust","yew","42"
"2023","rust","unsafe","42"
"2023","rust","bevy","42"
"2023","rust","c","39"
"2023","rust","wasm-bindgen","37"
"2023","rust","pointers","36"
"2023","rust","trait-objects","35"
"2023","rust","slice","35"
"2023","rust","gtk","34"
"2023","rust","arrays","34"
"2023","rust","concurrency","33"
"2023","rust","memory","33"
"2023","rust","hashmap","32"
"2023","rust","visual-studio-code","32"
"2023","rust","error-handling","32"
"2023","rust","rust-analyzer","31"
"2023","rust","mutex","31"
"2023","rust","performance","31"
"2023","rust","rust-ndarray","30"
"2023","rust","rust-tracing","30"
"2023","rust","embedded","28"
"2023","rust","compiler-errors","27"
"2023","rust","rayon","27"
"2023","rust","gtk4","27"
"2023","rust","unit-testing","26"
"2023","rust","windows-rs","26"
"2023","rust","rust-proc-macros","25"
"2023","rust","parsing","25"
"2023","rust","pattern-matching","25"
"2023","rust","serde-json","24"
"2023","rust","tcp","24"
"2023","rust","command-line-interface","24"
"2023","rust","deserialization","24"
"2023","rust","testing","23"
"2023","rust","gtk-rs","23"
"2023","rust","function","23"
"2023","rust","thread-safety","22"
"2023","rust","websocket","22"
"2023","rust","serialization","22"
"2023","rust","rust-wasm","21"
"2023","rust","rust-futures","21"
"2023","rust","refcell","21"
"2023","rust","wgpu-rs","21"
"2023","rust","http","21"
"2023","rust","linker","21"
"2023","rust","memory-management","21"
"2023","rust","match","21"
"2023","rust","loops","21"
"2023","rust","cross-compiling","21"
"2023","rust","egui","21"
"2023","rust","mutable","20"
"2023","rust","parallel-processing","20"
"2023","rust","grpc","20"
"2023","rust","optimization","19"
"2023","rust","logging","19"
"2023","rust","macos","19"
"2023","rust","dependencies","19"
"2023","swift","ios","4445"
"2023","swift","swiftui","3471"
"2023","swift","xcode","851"
"2023","swift","uikit","680"
"2023","swift","macos","449"
"2023","swift","firebase","276"
"2023","swift","core-data","249"
"2023","swift","uitableview","205"
"2023","swift","arrays","188"
"2023","swift","json","176"
"2023","swift","combine","164"
"2023","swift","swiftdata","157"
"2023","swift","google-cloud-firestore","154"
"2023","swift","objective-c","150"
"2023","swift","iphone","146"
"2023","swift","async-await","141"
"2023","swift","flutter","121"
"2023","swift","uicollectionview","120"
"2023","swift","swift-package-manager","107"
"2023","swift","avfoundation","96"
"2023","swift","cocoa","96"
"2023","swift","concurrency","94"
"2023","swift","generics","88"
"2023","swift","realitykit","88"
"2023","swift","uiview","87"
"2023","swift","swiftui-list","86"
"2023","swift","realm","85"
"2023","swift","wkwebview","85"
"2023","swift","ios17","81"
"2023","swift","animation","81"
"2023","swift","scenekit","79"
"2023","swift","arkit","76"
"2023","swift","react-native","73"
"2023","swift","appkit","71"
"2023","swift","swift-concurrency","68"
"2023","swift","mapkit","67"
"2023","swift","swiftui-navigationlink","66"
"2023","swift","codable","65"
"2023","swift","swiftui-navigationstack","64"
"2023","swift","alamofire","62"
"2023","swift","storyboard","61"
"2023","swift","widgetkit","61"
"2023","swift","cocoapods","59"
"2023","swift","ios16","59"
"2023","swift","sprite-kit","59"
"2023","swift","urlsession","58"
"2023","swift","uibutton","57"
"2023","swift","asynchronous","56"
"2023","swift","xcode15","56"
"2023","swift","uiviewcontroller","55"
"2023","swift","tableview","54"
"2023","swift","cloudkit","53"
"2023","swift","protocols","53"
"2023","swift","swift-protocols","52"
"2023","swift","string","52"
"2023","swift","swiftui-tabview","51"
"2023","swift","enums","50"
"2023","swift","watchos","50"
"2023","swift","textfield","48"
"2023","swift","scrollview","48"
"2023","swift","swiftui-navigationview","47"
"2023","swift","avplayer","46"
"2023","swift","mvvm","46"
"2023","swift","xctest","46"
"2023","swift","autolayout","45"
"2023","swift","struct","44"
"2023","swift","storekit","43"
"2023","swift","uinavigationcontroller","43"
"2023","swift","core-location","42"
"2023","swift","firebase-authentication","42"
"2023","swift","uiscrollview","42"
"2023","swift","dictionary","41"
"2023","swift","core-bluetooth","41"
"2023","swift","date","41"
"2023","swift","vapor","40"
"2023","swift","appintents","39"
"2023","swift","uitextview","39"
"2023","swift","user-interface","39"
"2023","swift","bluetooth-lowenergy","38"
"2023","swift","image","38"
"2023","swift","swift5","38"
"2023","swift","rx-swift","38"
"2023","swift","push-notification","38"
"2023","swift","metal","38"
"2023","swift","healthkit","37"
"2023","swift","firebase-realtime-database","37"
"2023","swift","kotlin","37"
"2023","swift","swiftui-charts","37"
"2023","swift","unit-testing","37"
"2023","swift","view","36"
"2023","swift","uicollectionviewcell","36"
"2023","swift","grand-central-dispatch","35"
"2023","swift","closures","35"
"2023","swift","uitextfield","35"
"2023","swift","kotlin-multiplatform","35"
"2023","swift","swiftui-animation","34"
"2023","swift","uilabel","34"
"2023","swift","uiimage","34"
"2023","swift","button","33"
"2023","swift","apple-push-notifications","33"
"2023","typescript","javascript","5405"
"2023","typescript","reactjs","5020"
"2023","typescript","angular","3373"
"2023","typescript","node.js","1783"
"2023","typescript","next.js","1464"
"2023","typescript","typescript-generics","909"
"2023","typescript","nestjs","614"
"2023","typescript","html","591"
"2023","typescript","types","554"
"2023","typescript","vue.js","543"
"2023","typescript","react-native","479"
"2023","typescript","react-hooks","414"
"2023","typescript","vite","402"
"2023","typescript","vuejs3","401"
"2023","typescript","typescript-typings","387"
"2023","typescript","jestjs","383"
"2023","typescript","express","363"
"2023","typescript","arrays","327"
"2023","typescript","css","317"
"2023","typescript","material-ui","314"
"2023","typescript","generics","305"
"2023","typescript","rxjs","297"
