Year,LanguageTag,TargetTag,Quantity,ChuyenNganh
2022,typescript,typescript-generics,1212,Web Frontend
2022,typescript,next.js,1185,Web Frontend
2022,typescript,html,1148,Web Frontend
2022,typescript,react-native,896,Mobile App
2022,typescript,nestjs,831,Web Backend
2022,typescript,vue.js,822,Web Frontend
2022,typescript,typescript-typings,664,Web Frontend
2022,typescript,react-hooks,606,Web Frontend
2022,typescript,css,550,Web Frontend
2022,typescript,express,498,Web Backend
2022,typescript,vuejs3,455,Web Frontend
2022,typescript,webpack,422,Web Frontend
2022,typescript,firebase,372,Database
2022,typescript,react-typescript,357,Web Frontend
2022,typescript,angular-material,348,Web Frontend
2022,typescript,mongodb,289,Database
2022,typescript,axios,278,Mobile App
2022,typescript,react-redux,203,Web Frontend
2022,typescript,vite,197,Web Frontend
2022,typescript,aws-cdk,172,DevOps & Cloud
2022,typescript,svelte,163,Web Frontend
2022,typescript,async-await,149,Data Science & AI
2022,typescript,postgresql,147,Database
2022,typescript,angular-reactive-forms,133,Web Frontend
2022,typescript,react-router,131,Web Frontend
2022,typescript,react-router-dom,126,Web Frontend
2022,typescript,react-hook-form,121,Web Frontend
2022,typescript,react-testing-library,114,Web Frontend
2022,typescript,typescript-eslint,114,Web Frontend
2022,typescript,react-query,109,Web Frontend
2022,typescript,react-context,106,Web Frontend
2022,typescript,aws-lambda,106,DevOps & Cloud
2022,typescript,tailwind-css,103,Data Science & AI
2022,typescript,node-modules,102,Web Backend
2022,typescript,angularjs,90,Web Frontend
2022,typescript,ts-node,88,Web Backend
2022,typescript,docker,86,DevOps & Cloud
2022,typescript,create-react-app,85,Web Frontend
2022,typescript,angular13,82,Web Frontend
2023,c#,asp.net-core,3326,Web Backend
2023,c#,unity-game-engine,2982,Game Development
2023,c#,asp.net,2269,Web Backend
2023,c#,entity-framework-core,1712,Web Backend
2023,c#,asp.net-mvc,1083,Web Backend
2023,c#,entity-framework,1077,Web Backend
2023,c#,azure,894,DevOps & Cloud
2023,c#,sql-server,679,Database
2023,c#,asp.net-core-webapi,608,Web Backend
2023,c#,asp.net-core-mvc,486,Web Backend
2023,c#,asp.net-web-api,486,Web Backend
2023,c#,azure-functions,433,DevOps & Cloud
2023,c#,async-await,415,Data Science & AI
2023,c#,android,394,Mobile App
2023,c#,sql,337,Database
2023,c#,html,271,Web Frontend
2023,c#,postgresql,210,Database
2023,c#,docker,207,DevOps & Cloud
2023,c#,authentication,195,Web Backend
2023,c#,mongodb,192,Database
2023,c#,asp.net-core-6.0,184,Web Backend
2023,c#,mysql,184,Database
2023,c#,azure-active-directory,172,DevOps & Cloud
2023,c#,angular,162,Web Frontend
2023,c#,sqlite,154,Database
2023,c#,asp.net-identity,148,Web Backend
2023,c#,jwt,148,Web Backend
2023,c#,jquery,147,Web Frontend
2023,c++,opencv,283,Data Science & AI
2023,c++,opengl,227,Game Development
2023,c++,android,135,Mobile App
2023,c++,gdb,100,Database
2023,c++,unreal-engine5,87,Game Development
2023,go,postgresql,207,Database
2023,go,docker,184,DevOps & Cloud
2023,go,kubernetes,128,DevOps & Cloud
2023,go,mongodb,127,Database
2023,go,mysql,58,Database
2023,go,sql,56,Database
2023,go,aws-lambda,47,DevOps & Cloud
2023,go,docker-compose,46,DevOps & Cloud
2023,go,html,44,Web Frontend
2023,go,azure,44,DevOps & Cloud
2023,go,redis,37,Database
2023,go,reactjs,32,Web Frontend
2023,go,backend,28,Web Backend
2023,go,node.js,27,Web Backend
2023,go,jwt,27,Web Backend
2023,go,amazon-dynamodb,27,Database
2023,go,dockerfile,26,DevOps & Cloud
2023,go,terraform,26,DevOps & Cloud
2023,go,sqlc,24,Database
2023,go,authentication,22,Web Backend
2023,go,aws-sdk-go,20,DevOps & Cloud
2023,java,spring-boot,7367,Web Backend
2023,java,spring,4923,Web Backend
2023,java,android,3990,Mobile App
2023,java,hibernate,1406,Web Backend
2023,java,kotlin,1168,Mobile App
2023,java,spring-data-jpa,974,Web Backend
2023,java,spring-security,715,Web Backend
2023,java,android-studio,687,Mobile App
2023,java,postgresql,510,Database
2023,java,spring-mvc,492,Web Backend
2023,java,mysql,484,Database
2023,java,docker,438,DevOps & Cloud
2023,java,jdbc,376,Database
2023,java,spring-webflux,353,Web Backend
2023,java,firebase,336,Database
2023,java,sql,318,Database
2023,java,mongodb,276,Database
2023,java,oracle-database,212,Database
2023,java,spring-kafka,205,Web Backend
2023,java,flutter,201,Mobile App
2023,java,spring-data,194,Web Backend
2023,java,firebase-realtime-database,187,Database
2023,java,html,186,Web Frontend
2023,java,project-reactor,182,Web Frontend
2023,java,azure,169,DevOps & Cloud
2023,java,jwt,163,Web Backend
2023,java,spring-batch,148,Web Backend
2023,javascript,reactjs,15642,Web Frontend
2023,javascript,html,12526,Web Frontend
2023,javascript,node.js,7165,Web Backend
2023,javascript,css,6787,Web Frontend
2023,javascript,typescript,5405,Web Frontend
2023,javascript,jquery,4026,Web Frontend
2023,javascript,next.js,2862,Web Frontend
2023,javascript,vue.js,2349,Web Frontend
2023,javascript,angular,2107,Web Frontend
2023,javascript,react-native,2036,Mobile App
2023,javascript,react-hooks,1656,Web Frontend
2023,javascript,express,1634,Web Backend
2023,javascript,php,1479,Web Backend
2023,javascript,firebase,1290,Database
2023,javascript,mongodb,1107,Database
2023,javascript,vuejs3,941,Web Frontend
2023,javascript,ajax,882,Web Frontend
2023,javascript,dom,766,Web Frontend
2023,javascript,axios,756,Mobile App
2023,javascript,react-router-dom,558,Web Frontend
2023,javascript,vite,547,Web Frontend
2023,javascript,react-router,518,Web Frontend
2023,javascript,webpack,517,Web Frontend
2023,javascript,async-await,515,Data Science & AI
2023,javascript,django,504,Web Backend
2023,javascript,laravel,482,Web Backend
2023,javascript,tailwind-css,451,Data Science & AI
2023,javascript,android,405,Mobile App
2023,javascript,svelte,393,Web Frontend
2023,javascript,bootstrap-5,378,Web Frontend
2023,javascript,next.js13,374,Web Frontend
2023,javascript,nestjs,305,Web Backend
2023,javascript,mysql,297,Database
2023,javascript,asp.net,288,Web Backend
2023,javascript,firebase-authentication,279,Web Backend
2023,javascript,flask,277,Web Backend
2023,javascript,react-redux,263,Web Frontend
2023,javascript,vuejs2,260,Web Frontend
2023,javascript,html5-canvas,249,Web Frontend
2023,javascript,ios,243,Mobile App
2023,php,laravel,4444,Web Backend
2023,php,mysql,1262,Database
2023,php,html,1223,Web Frontend
2023,php,symfony,768,Web Backend
2023,php,jquery,596,Web Frontend
2023,php,ajax,548,Web Frontend
2023,php,docker,317,DevOps & Cloud
2023,php,sql,302,Database
2023,php,css,295,Web Frontend
2023,php,laravel-8,273,Web Backend
2023,php,laravel-10,265,Web Backend
2023,php,laravel-9,251,Web Backend
2023,php,composer-php,232,Web Backend
2023,php,nginx,224,DevOps & Cloud
2023,php,laravel-blade,193,Web Backend
2023,php,phpunit,159,Web Backend
2023,php,laravel-livewire,148,Web Backend
2023,php,email,147,Data Science & AI
2023,php,authentication,137,Web Backend
2023,php,mysqli,123,Database
2023,php,vue.js,121,Web Frontend
2023,php,reactjs,121,Web Frontend
2023,php,phpmailer,109,Data Science & AI
2023,php,postgresql,99,Database
2023,php,sql-server,96,Database
2023,php,php-8,81,Web Backend
2023,php,docker-compose,80,DevOps & Cloud
2023,php,symfony6,78,Web Backend
2023,php,php-curl,77,Web Backend
2023,php,laravel-filament,74,Web Backend
2023,php,mariadb,71,Database
2023,php,phpstorm,71,Web Backend
2023,php,mongodb,70,Database
2023,php,jwt,65,Web Backend
2023,php,dompdf,62,Web Frontend
2023,php,backend,62,Web Backend
2023,php,php-8.1,60,Web Backend
2023,python,pandas,14558,Data Science & AI
2023,python,dataframe,7306,Data Science & AI
2023,python,django,5347,Web Backend
2023,python,numpy,4600,Data Science & AI
2023,python,matplotlib,3075,Data Science & AI
2023,python,flask,2161,Web Backend
2023,python,tensorflow,1842,Data Science & AI
2023,python,pytorch,1785,Data Science & AI
2023,python,opencv,1549,Data Science & AI
2023,python,html,1453,Web Frontend
2023,python,fastapi,1230,Web Backend
2023,python,sqlalchemy,1208,Database
2023,python,jupyter-notebook,1167,Data Science & AI
2023,python,docker,1120,DevOps & Cloud
2023,python,keras,1023,Data Science & AI
2023,python,deep-learning,973,Data Science & AI
2023,python,plotly,906,Data Science & AI
2023,python,scikit-learn,853,Data Science & AI
2023,python,django-models,812,Web Backend
2023,python,postgresql,789,Database
2023,python,django-rest-framework,768,Web Backend
2023,python,azure,746,DevOps & Cloud
2023,python,sql,685,Database
2023,python,nlp,651,Data Science & AI
2023,python,django-views,579,Web Backend
2023,python,mysql,558,Database
2023,python,seaborn,551,Data Science & AI
2023,python,sqlite,504,Database
2023,python,openai-api,501,Data Science & AI
2023,python,langchain,478,Data Science & AI
2023,python,aws-lambda,472,DevOps & Cloud
2023,python,pygame,447,Game Development
2023,python,plot,441,Data Science & AI
2023,python,airflow,425,Data Science & AI
2023,rust,traits,219,Data Science & AI
2023,rust,async-await,73,Data Science & AI
2023,rust,postgresql,71,Database
2023,rust,docker,62,DevOps & Cloud
2023,rust,rust-sqlx,54,Database
2023,rust,trait-objects,35,Data Science & AI
2023,swift,ios,4445,Mobile App
2023,swift,swiftui,3471,Mobile App
2023,swift,xcode,851,Mobile App
2023,swift,firebase,276,Database
2023,swift,swiftdata,157,Mobile App
2023,swift,async-await,141,Data Science & AI
2023,swift,flutter,121,Mobile App
2023,swift,swift-package-manager,107,Mobile App
2023,swift,swiftui-list,86,Mobile App
2023,swift,ios17,81,Mobile App
2023,swift,react-native,73,Mobile App
2023,swift,swift-concurrency,68,Mobile App
2023,swift,swiftui-navigationlink,66,Mobile App
2023,swift,swiftui-navigationstack,64,Mobile App
2023,swift,ios16,59,Mobile App
2023,swift,xcode15,56,Mobile App
2023,swift,swift-protocols,52,Mobile App
2023,swift,swiftui-tabview,51,Mobile App
2023,swift,swiftui-navigationview,47,Mobile App
2023,swift,firebase-authentication,42,Web Backend
2023,swift,swift5,38,Mobile App
2023,swift,rx-swift,38,Mobile App
2023,swift,firebase-realtime-database,37,Database
2023,swift,kotlin,37,Mobile App
2023,swift,swiftui-charts,37,Mobile App
2023,swift,kotlin-multiplatform,35,Mobile App
2023,swift,swiftui-animation,34,Mobile App
2023,typescript,reactjs,5020,Web Frontend
2023,typescript,angular,3373,Web Frontend
2023,typescript,node.js,1783,Web Backend
2023,typescript,next.js,1464,Web Frontend
2023,typescript,typescript-generics,909,Web Frontend
2023,typescript,nestjs,614,Web Backend
2023,typescript,html,591,Web Frontend
2023,typescript,vue.js,543,Web Frontend
2023,typescript,react-native,479,Mobile App
2023,typescript,react-hooks,414,Web Frontend
2023,typescript,vite,402,Web Frontend
2023,typescript,vuejs3,401,Web Frontend
2023,typescript,typescript-typings,387,Web Frontend
2023,typescript,express,363,Web Backend
2023,typescript,css,317,Web Frontend
2023,typescript,firebase,245,Database
2023,typescript,react-typescript,241,Web Frontend
2023,typescript,next.js13,241,Web Frontend
2023,typescript,webpack,224,Web Frontend
2023,typescript,mongodb,191,Database
2023,typescript,axios,188,Mobile App
2023,typescript,angular-material,182,Web Frontend
2023,typescript,svelte,173,Web Frontend
2023,typescript,tailwind-css,147,Data Science & AI
2023,typescript,aws-cdk,132,DevOps & Cloud
2023,typescript,sveltekit,127,Web Frontend
2023,typescript,react-hook-form,122,Web Frontend
2023,typescript,typescript-eslint,114,Web Frontend
2023,typescript,postgresql,112,Database
2023,typescript,next-auth,108,Web Backend
2023,typescript,react-router-dom,105,Web Frontend
2023,typescript,react-router,90,Web Frontend
2023,typescript,async-await,90,Data Science & AI
2023,typescript,node-modules,88,Web Backend
2023,typescript,aws-lambda,86,DevOps & Cloud
2023,typescript,react-query,81,Web Frontend
2023,typescript,vitest,80,Web Frontend
2023,typescript,angular-reactive-forms,79,Web Frontend
2023,typescript,react-redux,77,Web Frontend
2023,typescript,react-context,69,Web Frontend
2023,typescript,azure,68,DevOps & Cloud
2023,typescript,ts-node,68,Web Backend
2024,c#,asp.net-core,2178,Web Backend
2024,c#,unity-game-engine,1440,Game Development
2024,c#,entity-framework-core,1046,Web Backend
2024,c#,asp.net,1031,Web Backend
2024,c#,azure,551,DevOps & Cloud
2024,c#,asp.net-mvc,467,Web Backend
2024,c#,asp.net-core-webapi,417,Web Backend
2024,c#,entity-framework,417,Web Backend
2024,c#,sql-server,376,Database
2024,c#,asp.net-core-mvc,340,Web Backend
2024,c#,azure-functions,273,DevOps & Cloud
2024,c#,android,239,Mobile App
2024,c#,async-await,211,Data Science & AI
2024,c#,asp.net-web-api,208,Web Backend
2024,c#,postgresql,145,Database
2024,c#,authentication,142,Web Backend
2024,c#,docker,139,DevOps & Cloud
2024,c#,sql,134,Database
2024,c#,html,115,Web Frontend
2024,c#,jwt,111,Web Backend
2024,c#,asp.net-core-8,110,Web Backend
2024,c#,mongodb,106,Database
2024,c#,ios,97,Mobile App
2024,c#,asp.net-identity,87,Web Backend
2024,c#,mudblazor,85,Database
2024,c#,sqlite,82,Database
2024,c#,jquery,78,Web Frontend
2024,c++,opencv,162,Data Science & AI
2024,c++,opengl,110,Game Development
2024,c++,android,89,Mobile App
2024,c++,unreal-engine5,61,Game Development
2024,go,docker,117,DevOps & Cloud
2024,go,postgresql,94,Database
2024,go,mongodb,55,Database
2024,go,kubernetes,47,DevOps & Cloud
2024,go,docker-compose,39,DevOps & Cloud
2024,go,aws-lambda,26,DevOps & Cloud
2024,go,sqlc,23,Database
2024,go,redis,22,Database
2024,go,terraform,22,DevOps & Cloud
2024,go,sql,21,Database
2024,go,mysql,20,Database
2024,go,azure,20,DevOps & Cloud
2024,go,dockerfile,19,DevOps & Cloud
2024,go,html,18,Web Frontend
2024,go,backend,17,Web Backend
2024,go,sqlite,16,Database
2024,go,reactjs,14,Web Frontend
2024,go,go-redis,13,Database
2024,go,oauth-2.0,11,Web Backend
2024,go,authentication,11,Web Backend
2024,go,amazon-dynamodb,10,Database
2024,go,firebase,10,Database
2024,go,testcontainers,10,Data Science & AI
2024,go,typescript,10,Web Frontend
2024,java,spring-boot,3558,Web Backend
2024,java,spring,2377,Web Backend
2024,java,android,1728,Mobile App
2024,java,hibernate,689,Web Backend
2024,java,kotlin,554,Mobile App
2024,java,spring-data-jpa,430,Web Backend
2024,java,spring-security,317,Web Backend
2024,java,spring-mvc,255,Web Backend
2024,java,postgresql,255,Database
2024,java,docker,217,DevOps & Cloud
2024,java,android-studio,212,Mobile App
2024,java,jdbc,182,Database
2024,java,mysql,151,Database
2024,java,flutter,137,Mobile App
2024,java,firebase,133,Database
2024,java,spring-webflux,123,Web Backend
2024,java,sql,120,Database
2024,java,oracle-database,115,Database
2024,java,mongodb,102,Database
2024,java,spring-kafka,90,Web Backend
2024,java,azure,88,DevOps & Cloud
2024,java,html,87,Web Frontend
2024,java,spring-data,80,Web Backend
2024,java,kubernetes,80,DevOps & Cloud
2024,java,project-reactor,76,Web Frontend
2024,java,jwt,75,Web Backend
2024,java,spring-batch,68,Web Backend
2024,java,firebase-realtime-database,66,Database
2024,javascript,reactjs,5410,Web Frontend
2024,javascript,html,4992,Web Frontend
2024,javascript,css,2713,Web Frontend
2024,javascript,node.js,2701,Web Backend
2024,javascript,typescript,2269,Web Frontend
2024,javascript,next.js,1338,Web Frontend
2024,javascript,jquery,1304,Web Frontend
2024,javascript,angular,932,Web Frontend
2024,javascript,vue.js,897,Web Frontend
2024,javascript,react-native,755,Mobile App
2024,javascript,php,654,Web Backend
2024,javascript,express,651,Web Backend
2024,javascript,firebase,510,Database
2024,javascript,vuejs3,419,Web Frontend
2024,javascript,dom,360,Web Frontend
2024,javascript,vite,349,Web Frontend
2024,javascript,react-hooks,343,Web Frontend
2024,javascript,ajax,327,Web Frontend
2024,javascript,mongodb,296,Database
2024,javascript,laravel,256,Web Backend
2024,javascript,axios,242,Mobile App
2024,javascript,webpack,239,Web Frontend
2024,javascript,tailwind-css,221,Data Science & AI
2024,javascript,django,203,Web Backend
2024,javascript,async-await,202,Data Science & AI
2024,javascript,android,197,Mobile App
2024,javascript,svelte,187,Web Frontend
2024,javascript,react-router-dom,175,Web Frontend
2024,javascript,react-router,167,Web Frontend
2024,javascript,flask,158,Web Backend
2024,javascript,bootstrap-5,155,Web Frontend
2024,javascript,asp.net,154,Web Backend
2024,javascript,ios,154,Mobile App
2024,javascript,asp.net-core,150,Web Backend
2024,javascript,nestjs,137,Web Backend
2024,javascript,html5-canvas,127,Web Frontend
2024,javascript,firebase-authentication,126,Web Backend
2024,javascript,asp.net-mvc,108,Web Backend
2024,javascript,next.js13,106,Web Frontend
2024,javascript,authentication,104,Web Backend
2024,javascript,sveltekit,103,Web Frontend
2024,javascript,backend,101,Web Backend
2024,php,laravel,2315,Web Backend
2024,php,html,482,Web Frontend
2024,php,symfony,447,Web Backend
2024,php,mysql,391,Database
2024,php,docker,216,DevOps & Cloud
2024,php,ajax,214,Web Frontend
2024,php,laravel-11,195,Web Backend
2024,php,jquery,192,Web Frontend
2024,php,laravel-10,152,Web Backend
2024,php,laravel-livewire,143,Web Backend
2024,php,nginx,129,DevOps & Cloud
2024,php,laravel-blade,119,Web Backend
2024,php,css,112,Web Frontend
2024,php,phpunit,99,Web Backend
2024,php,composer-php,88,Web Backend
2024,php,email,88,Data Science & AI
2024,php,authentication,81,Web Backend
2024,php,sql,74,Database
2024,php,laravel-filament,70,Web Backend
2024,php,reactjs,67,Web Frontend
2024,php,laravel-8,67,Web Backend
2024,php,phpmailer,57,Data Science & AI
2024,php,docker-compose,54,DevOps & Cloud
2024,php,postgresql,53,Database
2024,php,vue.js,50,Web Frontend
2024,php,cakephp,46,Web Backend
2024,php,sql-server,44,Database
2024,php,filamentphp,44,Web Backend
2024,php,node.js,42,Web Backend
2024,php,php-curl,42,Web Backend
2024,php,mariadb,38,Database
2024,php,laravel-artisan,37,Web Backend
2024,php,redis,36,Database
2024,php,mongodb,36,Database
2024,php,mysqli,35,Database
2024,php,oauth-2.0,35,Web Backend
2024,php,symfony6,33,Web Backend
2024,php,jwt,33,Web Backend
2024,php,phpstan,33,Web Backend
2024,python,pandas,4853,Data Science & AI
2024,python,dataframe,2612,Data Science & AI
2024,python,django,2303,Web Backend
2024,python,numpy,2008,Data Science & AI
2024,python,matplotlib,1560,Data Science & AI
2024,python,flask,1192,Web Backend
2024,python,pytorch,995,Data Science & AI
2024,python,tensorflow,859,Data Science & AI
2024,python,fastapi,794,Web Backend
2024,python,opencv,664,Data Science & AI
2024,python,sqlalchemy,662,Database
2024,python,docker,623,DevOps & Cloud
2024,python,html,590,Web Frontend
2024,python,jupyter-notebook,542,Data Science & AI
2024,python,azure,521,DevOps & Cloud
2024,python,keras,501,Data Science & AI
2024,python,deep-learning,441,Data Science & AI
2024,python,langchain,420,Data Science & AI
2024,python,postgresql,403,Database
2024,python,scikit-learn,368,Data Science & AI
2024,python,plotly,362,Data Science & AI
2024,python,django-rest-framework,313,Web Backend
2024,python,django-models,293,Web Backend
2024,python,sql,285,Database
2024,python,plot,260,Data Science & AI
2024,python,openai-api,254,Data Science & AI
2024,python,sqlite,241,Database
2024,python,nlp,240,Data Science & AI
2024,python,seaborn,228,Data Science & AI
2024,python,airflow,219,Data Science & AI
2024,python,aws-lambda,208,DevOps & Cloud
2024,rust,traits,124,Data Science & AI
2024,rust,rust-sqlx,50,Database
2024,rust,postgresql,34,Database
2024,rust,async-await,33,Data Science & AI
2024,rust,docker,25,DevOps & Cloud
2024,rust,trait-objects,13,Data Science & AI
2024,rust,android,13,Mobile App
2024,rust,sqlite,12,Database
2024,rust,node.js,11,Web Backend
2024,swift,ios,2401,Mobile App
2024,swift,swiftui,2159,Mobile App
2024,swift,xcode,471,Mobile App
2024,swift,swiftdata,277,Mobile App
2024,swift,firebase,125,Database
2024,swift,flutter,87,Mobile App
2024,swift,swift-concurrency,78,Mobile App
2024,swift,async-await,57,Data Science & AI
2024,swift,swift-package-manager,57,Mobile App
2024,swift,react-native,53,Mobile App
2024,swift,swiftui-list,50,Mobile App
2024,swift,swift6,47,Mobile App
2024,swift,swiftui-charts,43,Mobile App
2024,swift,ios18,42,Mobile App
2024,swift,swiftui-navigationstack,41,Mobile App
2024,swift,swiftui-navigationlink,36,Mobile App
2024,swift,ios17,30,Mobile App
2024,swift,xcode16,29,Mobile App
2024,swift,firebase-authentication,28,Web Backend
2024,swift,xcode15,24,Mobile App
2024,swift,swift-data-relationship,24,Mobile App
2024,swift,kotlin,24,Mobile App
2024,swift,mobile,23,Mobile App
2024,swift,swiftui-tabview,23,Mobile App
2024,swift,swift-protocols,22,Mobile App
2024,swift,swiftui-scrollview,20,Mobile App
2024,swift,firebase-cloud-messaging,19,Database
2024,typescript,reactjs,2250,Web Frontend
2024,typescript,angular,1670,Web Frontend
2024,typescript,next.js,975,Web Frontend
2024,typescript,node.js,973,Web Backend
2024,typescript,typescript-generics,384,Web Frontend
2024,typescript,html,298,Web Frontend
2024,typescript,vue.js,291,Web Frontend
2024,typescript,react-native,274,Mobile App
2024,typescript,vite,259,Web Frontend
2024,typescript,nestjs,258,Web Backend
2024,typescript,vuejs3,187,Web Frontend
2024,typescript,express,185,Web Backend
2024,typescript,css,139,Web Frontend
2024,typescript,tailwind-css,113,Data Science & AI
2024,typescript,react-hooks,111,Web Frontend
2024,typescript,typescript-typings,109,Web Frontend
2024,typescript,webpack,104,Web Frontend
2024,typescript,firebase,103,Database
2024,typescript,angular-material,95,Web Frontend
2024,typescript,postgresql,92,Database
2024,typescript,react-hook-form,87,Web Frontend
2024,typescript,svelte,87,Web Frontend
2024,typescript,react-typescript,86,Web Frontend
2024,typescript,mongodb,85,Database
2024,typescript,axios,73,Mobile App
2024,typescript,angular17,69,Web Frontend
2024,typescript,vitest,63,Web Frontend
2024,typescript,next-auth,62,Web Backend
2024,typescript,typescript-eslint,58,Web Frontend
2024,typescript,playwright-typescript,56,Web Frontend
2024,typescript,authentication,55,Web Backend
2024,typescript,sveltekit,55,Web Frontend
2024,typescript,aws-cdk,54,DevOps & Cloud
2024,typescript,react-router-dom,54,Web Frontend
2024,typescript,angular-reactive-forms,49,Web Frontend
2024,typescript,next.js13,47,Web Frontend
2024,typescript,react-query,46,Web Frontend
2024,typescript,aws-lambda,46,DevOps & Cloud
2024,typescript,angular-signals,46,Web Frontend
2024,typescript,docker,45,DevOps & Cloud
2024,typescript,async-await,44,Data Science & AI
2024,typescript,server-side-rendering,43,Game Development
2024,typescript,react-router,40,Web Frontend
2024,typescript,azure,40,DevOps & Cloud
2024,typescript,next.js14,37,Web Frontend
2024,typescript,backend,37,Web Backend
2024,typescript,react-context,36,Web Frontend
2024,typescript,tanstackreact-query,35,Web Frontend
2024,typescript,angularjs,33,Web Frontend
2025,c#,asp.net-core,612,Web Backend
2025,c#,unity-game-engine,368,Game Development
2025,c#,entity-framework-core,278,Web Backend
2025,c#,azure,193,DevOps & Cloud
2025,c#,asp.net,188,Web Backend
2025,c#,asp.net-core-webapi,138,Web Backend
2025,c#,android,92,Mobile App
2025,c#,azure-functions,91,DevOps & Cloud
2025,c#,sql-server,89,Database
2025,c#,asp.net-core-mvc,85,Web Backend
2025,c#,entity-framework,78,Web Backend
2025,c#,asp.net-mvc,74,Web Backend
2025,c#,authentication,49,Web Backend
2025,c#,docker,45,DevOps & Cloud
2025,c#,mudblazor,39,Database
2025,c#,postgresql,37,Database
2025,c#,asp.net-web-api,36,Web Backend
2025,c#,jwt,36,Web Backend
2025,c#,asp.net-core-8,29,Web Backend
2025,c#,ios,29,Mobile App
2025,c#,asp.net-core-identity,28,Web Backend
2025,c#,mongodb,28,Database
2025,c#,html,28,Web Frontend
2025,c#,sql,24,Database
2025,c#,amazon-web-services,24,DevOps & Cloud
2025,c#,azure-devops,24,DevOps & Cloud
2025,c#,npgsql,23,Database
2025,c++,opengl,37,Game Development
2025,c++,lambda,36,DevOps & Cloud
2025,c++,android,32,Mobile App
2025,c++,gdb,31,Database
2025,c++,opencv,29,Data Science & AI
2025,c++,vulkan,27,Game Development
2025,c++,unreal-engine5,24,Game Development
2025,go,postgresql,19,Database
2025,go,docker,18,DevOps & Cloud
2025,go,kubernetes,18,DevOps & Cloud
2025,go,mongodb,10,Database
2025,go,apache-kafka,8,DevOps & Cloud
2025,go,google-cloud-platform,8,DevOps & Cloud
2025,go,aws-lambda,7,DevOps & Cloud
2025,go,redis,7,Database
2025,go,sqlc,7,Database
2025,go,html,6,Web Frontend
2025,go,amazon-web-services,6,DevOps & Cloud
2025,go,docker-compose,5,DevOps & Cloud
2025,go,amazon-s3,5,DevOps & Cloud
2025,go,sqlite,5,Database
2025,go,graphql,5,Web Backend
2025,go,azure,4,DevOps & Cloud
2025,go,backend,4,Web Backend
2025,go,sql,4,Database
2025,go,flutter,4,Mobile App
2025,go,google-cloud-pubsub,4,DevOps & Cloud
2025,go,reactjs,4,Web Frontend
2025,go,common-expression-language,3,Web Backend
2025,go,mysql,3,Database
2025,go,kubernetes-custom-resources,3,DevOps & Cloud
2025,go,cookies,3,Web Backend
2025,go,google-cloud-build,3,DevOps & Cloud
2025,java,spring-boot,1301,Web Backend
2025,java,spring,851,Web Backend
2025,java,android,492,Mobile App
2025,java,hibernate,305,Web Backend
2025,java,gradle,193,Mobile App
2025,java,kotlin,190,Mobile App
2025,java,spring-data-jpa,133,Web Backend
2025,java,spring-security,96,Web Backend
2025,java,postgresql,94,Database
2025,java,apache-kafka,90,DevOps & Cloud
2025,java,docker,85,DevOps & Cloud
2025,java,tomcat,74,Web Backend
2025,java,spring-mvc,65,Web Backend
2025,java,spring-webflux,64,Web Backend
2025,java,android-studio,62,Mobile App
2025,java,flutter,61,Mobile App
2025,java,jdbc,60,Database
2025,java,amazon-web-services,58,DevOps & Cloud
2025,java,spring-kafka,52,Web Backend
2025,java,apache-camel,45,DevOps & Cloud
2025,java,sql,45,Database
2025,java,azure,44,DevOps & Cloud
2025,java,apache-flink,42,DevOps & Cloud
2025,java,oracle-database,41,Database
2025,java,apache-spark,39,DevOps & Cloud
2025,java,redis,37,Database
2025,java,apache-poi,36,DevOps & Cloud
2025,java,mongodb,35,Database
2025,java,amazon-s3,33,DevOps & Cloud
2025,java,spring-data,31,Web Backend
2025,java,spring-batch,31,Web Backend
2025,java,project-reactor,29,Web Frontend
2025,java,html,29,Web Frontend
2025,java,spring-ai,28,Web Backend
2025,java,oauth-2.0,25,Web Backend
2025,java,authentication,22,Web Backend
2025,javascript,html,1119,Web Frontend
2025,javascript,reactjs,1089,Web Frontend
2025,javascript,css,678,Web Frontend
2025,javascript,typescript,580,Web Frontend
2025,javascript,node.js,544,Web Backend
2025,javascript,next.js,292,Web Frontend
2025,javascript,jquery,251,Web Frontend
2025,javascript,react-native,229,Mobile App
2025,javascript,angular,228,Web Frontend
2025,javascript,vue.js,184,Web Frontend
2025,javascript,firebase,122,Database
2025,javascript,php,117,Web Backend
2025,javascript,vite,107,Web Frontend
2025,javascript,android,94,Mobile App
2025,javascript,express,87,Web Backend
2025,javascript,tailwind-css,79,Web Frontend
2025,javascript,dom,79,Web Frontend
2025,javascript,vuejs3,78,Web Frontend
2025,javascript,ios,74,Mobile App
2025,javascript,three.js,69,Web Frontend
2025,javascript,webpack,67,Web Frontend
2025,javascript,firebase-authentication,57,Web Backend
2025,javascript,ajax,57,Web Frontend
2025,javascript,svelte,56,Web Frontend
2025,javascript,laravel,53,Web Backend
2025,javascript,google-cloud-functions,50,DevOps & Cloud
2025,javascript,canvas,49,Web Frontend
2025,javascript,react-hooks,47,Web Frontend
2025,javascript,google-cloud-firestore,43,DevOps & Cloud
2025,javascript,animation,42,Game Development
2025,javascript,html5-canvas,41,Web Frontend
2025,javascript,axios,37,Mobile App
2025,javascript,nestjs,35,Web Backend
2025,javascript,django,34,Web Backend
2025,javascript,react-router,34,Web Frontend
